name,layer,wc_r,wc_g,wc_b,num_splines,total_verts,bbmin_x,bbmin_y,bbmax_x,bbmax_y,width,height,center_x,center_y,area_approx
Layer:x-Villa5-LP Block$0$LK-SHRB-TRNK,x-Villa5-LP Block$0$LK-SHRB-TRNK,186,186,186,6,30,1.1051e+07,8.48546e+06,1.1051e+07,8.48547e+06,10.0,10.0,1.1051e+07,8.48547e+06,100.0
Layer:x-Villa5-LP Block$0$LK-TREE-050M,x-Villa5-LP Block$0$LK-TREE-050M,186,186,186,1,10,1.10509e+07,8.48532e+06,1.1051e+07,8.48544e+06,118.0,118.0,1.1051e+07,8.48538e+06,13924.0
Layer:x-Villa5-LP Block$0$LK-TREE-025M,x-Villa5-LP Block$0$LK-TREE-025M,186,186,186,1,13,1.10509e+07,8.48532e+06,1.1051e+07,8.48544e+06,116.0,114.0,1.1051e+07,8.48538e+06,13224.0
Layer:x-Villa5-LP Block$0$LK-TREE-TRNK,x-Villa5-LP Block$0$LK-TREE-TRNK,186,186,186,2,10,1.1051e+07,8.48538e+06,1.1051e+07,8.48538e+06,12.0,8.0,1.1051e+07,8.48538e+06,96.0
Layer:x-Villa5-LP Block$0$LK-SHRB-TRNK,x-Villa5-LP Block$0$LK-SHRB-TRNK,186,186,186,2,10,1.10506e+07,8.48541e+06,1.10506e+07,8.48541e+06,2.0,2.0,1.10506e+07,8.48541e+06,4.0
Layer:x-Villa5-LP Block$0$LK-SHRB-TRNK,x-Villa5-LP Block$0$LK-SHRB-TRNK,186,186,186,2,10,1.10506e+07,8.48541e+06,1.10506e+07,8.48541e+06,2.0,2.0,1.10506e+07,8.48541e+06,4.0
Layer:x-Villa5-LP Block$0$LK-SHRB-TRNK,x-Villa5-LP Block$0$LK-SHRB-TRNK,186,186,186,2,10,1.10509e+07,8.48541e+06,1.10509e+07,8.48541e+06,2.0,2.0,1.10509e+07,8.48541e+06,4.0
Layer:x-Villa5-LP Block$0$LP-SHAR-BRDR-CONT,x-Villa5-LP Block$0$LP-SHAR-BRDR-CONT,186,186,186,7,32,1.10502e+07,8.48691e+06,1.10512e+07,8.48706e+06,978.0,154.0,1.10507e+07,8.48699e+06,150612.0
Layer:x-Villa5-LP Block$0$L-002,x-Villa5-LP Block$0$L-002,186,186,186,4,16,1.10502e+07,8.48703e+06,1.10512e+07,8.48708e+06,976.0,51.0,1.10507e+07,8.48705e+06,49776.0
Layer:x-Villa5-LP Block$0$LK-SHRB-TRNK,x-Villa5-LP Block$0$LK-SHRB-TRNK,186,186,186,2,10,1.10513e+07,8.48704e+06,1.10513e+07,8.48704e+06,4.0,4.0,1.10513e+07,8.48704e+06,16.0
Layer:x-Villa5-LP Block$0$LK-TREE-TRNK,x-Villa5-LP Block$0$LK-TREE-TRNK,186,186,186,2,10,1.10511e+07,8.48706e+06,1.10511e+07,8.48707e+06,14.0,12.0,1.10511e+07,8.48706e+06,168.0
Layer:x-Villa5-LP Block$0$LK-TREE-TRNK,x-Villa5-LP Block$0$LK-TREE-TRNK,186,186,186,2,10,1.10507e+07,8.48704e+06,1.10507e+07,8.48706e+06,12.0,14.0,1.10507e+07,8.48705e+06,168.0
Layer:x-Villa5-LP Block$0$LK-TREE-050M,x-Villa5-LP Block$0$LK-TREE-050M,186,186,186,1,10,1.10509e+07,8.48698e+06,1.1051e+07,8.4871e+06,118.0,118.0,1.1051e+07,8.48704e+06,13924.0
Layer:x-Villa5-LP Block$0$LK-TREE-025M,x-Villa5-LP Block$0$LK-TREE-025M,186,186,186,1,13,1.10509e+07,8.48698e+06,1.1051e+07,8.4871e+06,114.0,116.0,1.1051e+07,8.48704e+06,13224.0
Layer:x-Villa5-LP Block$0$LK-TREE-TRNK,x-Villa5-LP Block$0$LK-TREE-TRNK,186,186,186,2,10,1.1051e+07,8.48703e+06,1.1051e+07,8.48704e+06,8.0,12.0,1.1051e+07,8.48704e+06,96.0
Layer:x-Villa5-LP Block$0$LK-SHRB-TRNK,x-Villa5-LP Block$0$LK-SHRB-TRNK,186,186,186,2,10,1.10508e+07,8.48702e+06,1.10508e+07,8.48702e+06,2.0,2.0,1.10508e+07,8.48702e+06,4.0
Layer:x-Villa5-LP Block$0$LP-TREE,x-Villa5-LP Block$0$LP-TREE,186,186,186,3,12,1.10504e+07,8.48694e+06,1.1051e+07,8.48706e+06,654.0,126.0,1.10507e+07,8.487e+06,82404.0
Layer:x-Villa5-LP Block$0$LK-SHRB-TRNK,x-Villa5-LP Block$0$LK-SHRB-TRNK,186,186,186,6,30,1.1051e+07,8.48696e+06,1.1051e+07,8.48697e+06,10.0,10.0,1.1051e+07,8.48697e+06,100.0
Layer:x-Villa5-LP Block$0$LK-TREE-TRNK,x-Villa5-LP Block$0$LK-TREE-TRNK,186,186,186,2,10,1.10503e+07,8.48704e+06,1.10503e+07,8.48706e+06,14.0,12.0,1.10503e+07,8.48705e+06,168.0
Layer:x-Villa5-LP Block$0$LK-SHRB-TRNK,x-Villa5-LP Block$0$LK-SHRB-TRNK,186,186,186,2,10,1.10506e+07,8.48701e+06,1.10506e+07,8.48702e+06,2.0,2.0,1.10506e+07,8.48702e+06,4.0
Layer:x-Villa5-LP Block$0$LK-SHRB-TRNK,x-Villa5-LP Block$0$LK-SHRB-TRNK,186,186,186,2,10,1.10506e+07,8.48701e+06,1.10506e+07,8.48702e+06,2.0,2.0,1.10506e+07,8.48702e+06,4.0
Layer:x-Villa5-LP Block$0$LK-SHRB-TRNK,x-Villa5-LP Block$0$LK-SHRB-TRNK,186,186,186,6,30,1.10504e+07,8.48696e+06,1.10504e+07,8.48696e+06,10.0,10.0,1.10504e+07,8.48696e+06,100.0
Layer:x-Villa5-LP Block$0$LK-TREE-050M,x-Villa5-LP Block$0$LK-TREE-050M,186,186,186,1,10,1.10504e+07,8.48699e+06,1.10505e+07,8.48711e+06,118.0,118.0,1.10504e+07,8.48705e+06,13924.0
Layer:x-Villa5-LP Block$0$LK-TREE-025M,x-Villa5-LP Block$0$LK-TREE-025M,186,186,186,1,13,1.10504e+07,8.48699e+06,1.10505e+07,8.4871e+06,116.0,114.0,1.10504e+07,8.48705e+06,13224.0
Layer:x-Villa5-LP Block$0$LK-TREE-TRNK,x-Villa5-LP Block$0$LK-TREE-TRNK,186,186,186,2,10,1.10504e+07,8.48704e+06,1.10504e+07,8.48705e+06,12.0,8.0,1.10504e+07,8.48705e+06,96.0
Layer:x-Villa5-LP Block$0$LK-SHRB-TRNK,x-Villa5-LP Block$0$LK-SHRB-TRNK,186,186,186,2,10,1.10508e+07,8.48702e+06,1.10508e+07,8.48702e+06,2.0,2.0,1.10508e+07,8.48702e+06,4.0
Layer:x-Villa5-LP Block$0$LK-SHRB-TRNK,x-Villa5-LP Block$0$LK-SHRB-TRNK,186,186,186,2,10,1.10508e+07,8.48702e+06,1.10508e+07,8.48702e+06,2.0,2.0,1.10508e+07,8.48702e+06,4.0
Layer:x-Villa5-LP Block$0$LK-SHRB-TRNK,x-Villa5-LP Block$0$LK-SHRB-TRNK,186,186,186,2,10,1.10505e+07,8.48701e+06,1.10505e+07,8.48702e+06,2.0,2.0,1.10505e+07,8.48702e+06,4.0
Layer:x-Villa5-LP Block$0$LP-SHAR-BRDR-CONT,x-Villa5-LP Block$0$LP-SHAR-BRDR-CONT,186,186,186,7,32,1.10476e+07,8.48689e+06,1.10486e+07,8.48705e+06,978.0,154.0,1.10481e+07,8.48697e+06,150612.0
Layer:x-Villa5-LP Block$0$L-002,x-Villa5-LP Block$0$L-002,186,186,186,4,16,1.10476e+07,8.48701e+06,1.10486e+07,8.48706e+06,976.0,51.0,1.10481e+07,8.48704e+06,49776.0
Layer:x-Villa5-LP Block$0$LK-SHRB-TRNK,x-Villa5-LP Block$0$LK-SHRB-TRNK,186,186,186,2,10,1.10487e+07,8.48702e+06,1.10487e+07,8.48702e+06,4.0,4.0,1.10487e+07,8.48702e+06,16.0
Layer:x-Villa5-LP Block$0$LK-TREE-TRNK,x-Villa5-LP Block$0$LK-TREE-TRNK,186,186,186,2,10,1.10485e+07,8.48704e+06,1.10485e+07,8.48705e+06,14.0,12.0,1.10485e+07,8.48704e+06,168.0
Layer:x-Villa5-LP Block$0$LK-TREE-TRNK,x-Villa5-LP Block$0$LK-TREE-TRNK,186,186,186,2,10,1.10481e+07,8.48702e+06,1.10481e+07,8.48704e+06,12.0,14.0,1.10481e+07,8.48703e+06,168.0
Layer:x-Villa5-LP Block$0$LK-TREE-050M,x-Villa5-LP Block$0$LK-TREE-050M,186,186,186,1,10,1.10483e+07,8.48696e+06,1.10484e+07,8.48708e+06,118.0,118.0,1.10484e+07,8.48702e+06,13924.0
Layer:x-Villa5-LP Block$0$LK-TREE-025M,x-Villa5-LP Block$0$LK-TREE-025M,186,186,186,1,13,1.10483e+07,8.48697e+06,1.10484e+07,8.48708e+06,114.0,116.0,1.10484e+07,8.48702e+06,13224.0
Layer:x-Villa5-LP Block$0$LK-TREE-TRNK,x-Villa5-LP Block$0$LK-TREE-TRNK,186,186,186,2,10,1.10484e+07,8.48702e+06,1.10484e+07,8.48703e+06,8.0,12.0,1.10484e+07,8.48702e+06,96.0
Layer:x-Villa5-LP Block$0$LK-SHRB-TRNK,x-Villa5-LP Block$0$LK-SHRB-TRNK,186,186,186,2,10,1.10483e+07,8.487e+06,1.10483e+07,8.487e+06,2.0,2.0,1.10483e+07,8.487e+06,4.0
Layer:x-Villa5-LP Block$0$LP-TREE,x-Villa5-LP Block$0$LP-TREE,186,186,186,3,12,1.10478e+07,8.48692e+06,1.10484e+07,8.48705e+06,654.0,126.0,1.10481e+07,8.48698e+06,82404.0
Layer:x-Villa5-LP Block$0$LK-SHRB-TRNK,x-Villa5-LP Block$0$LK-SHRB-TRNK,186,186,186,6,30,1.10484e+07,8.48694e+06,1.10484e+07,8.48695e+06,10.0,10.0,1.10484e+07,8.48695e+06,100.0
Layer:x-Villa5-LP Block$0$LK-TREE-TRNK,x-Villa5-LP Block$0$LK-TREE-TRNK,186,186,186,2,10,1.10477e+07,8.48703e+06,1.10477e+07,8.48704e+06,14.0,12.0,1.10477e+07,8.48703e+06,168.0
Layer:x-Villa5-LP Block$0$LK-SHRB-TRNK,x-Villa5-LP Block$0$LK-SHRB-TRNK,186,186,186,2,10,1.1048e+07,8.487e+06,1.1048e+07,8.487e+06,2.0,2.0,1.1048e+07,8.487e+06,4.0
Layer:x-Villa5-LP Block$0$LK-SHRB-TRNK,x-Villa5-LP Block$0$LK-SHRB-TRNK,186,186,186,2,10,1.1048e+07,8.487e+06,1.1048e+07,8.487e+06,2.0,2.0,1.1048e+07,8.487e+06,4.0
Layer:x-Villa5-LP Block$0$LK-SHRB-TRNK,x-Villa5-LP Block$0$LK-SHRB-TRNK,186,186,186,6,30,1.10478e+07,8.48694e+06,1.10478e+07,8.48695e+06,10.0,10.0,1.10478e+07,8.48694e+06,100.0
Layer:x-Villa5-LP Block$0$LK-TREE-050M,x-Villa5-LP Block$0$LK-TREE-050M,186,186,186,1,10,1.10478e+07,8.48697e+06,1.10479e+07,8.48709e+06,118.0,118.0,1.10478e+07,8.48703e+06,13924.0
Layer:x-Villa5-LP Block$0$LK-TREE-025M,x-Villa5-LP Block$0$LK-TREE-025M,186,186,186,1,13,1.10478e+07,8.48697e+06,1.10479e+07,8.48709e+06,116.0,114.0,1.10478e+07,8.48703e+06,13224.0
Layer:x-Villa5-LP Block$0$LK-TREE-TRNK,x-Villa5-LP Block$0$LK-TREE-TRNK,186,186,186,2,10,1.10478e+07,8.48703e+06,1.10478e+07,8.48703e+06,12.0,8.0,1.10478e+07,8.48703e+06,96.0
Layer:x-Villa5-LP Block$0$LK-SHRB-TRNK,x-Villa5-LP Block$0$LK-SHRB-TRNK,186,186,186,2,10,1.10482e+07,8.487e+06,1.10482e+07,8.487e+06,2.0,2.0,1.10482e+07,8.487e+06,4.0
Layer:x-Villa5-LP Block$0$LK-SHRB-TRNK,x-Villa5-LP Block$0$LK-SHRB-TRNK,186,186,186,2,10,1.10482e+07,8.487e+06,1.10482e+07,8.487e+06,2.0,2.0,1.10482e+07,8.487e+06,4.0
Layer:x-Villa5-LP Block$0$LK-SHRB-TRNK,x-Villa5-LP Block$0$LK-SHRB-TRNK,186,186,186,2,10,1.1048e+07,8.487e+06,1.1048e+07,8.487e+06,2.0,2.0,1.1048e+07,8.487e+06,4.0
Layer:x-Villa5-LP Block$0$LP-SHAR-BRDR-CONT,x-Villa5-LP Block$0$LP-SHAR-BRDR-CONT,186,186,186,7,32,1.10457e+07,8.48688e+06,1.10466e+07,8.48704e+06,978.0,154.0,1.10462e+07,8.48696e+06,150612.0
Layer:x-Villa5-LP Block$0$L-002,x-Villa5-LP Block$0$L-002,186,186,186,4,16,1.10457e+07,8.487e+06,1.10466e+07,8.48705e+06,976.0,51.0,1.10462e+07,8.48702e+06,49776.0
Layer:x-Villa5-LP Block$0$LK-SHRB-TRNK,x-Villa5-LP Block$0$LK-SHRB-TRNK,186,186,186,2,10,1.10467e+07,8.48701e+06,1.10467e+07,8.48701e+06,4.0,4.0,1.10467e+07,8.48701e+06,16.0
Layer:x-Villa5-LP Block$0$LK-TREE-TRNK,x-Villa5-LP Block$0$LK-TREE-TRNK,186,186,186,2,10,1.10466e+07,8.48703e+06,1.10466e+07,8.48704e+06,14.0,12.0,1.10466e+07,8.48703e+06,168.0
Layer:x-Villa5-LP Block$0$LK-TREE-TRNK,x-Villa5-LP Block$0$LK-TREE-TRNK,186,186,186,2,10,1.10462e+07,8.48701e+06,1.10462e+07,8.48703e+06,12.0,14.0,1.10462e+07,8.48702e+06,168.0
Layer:x-Villa5-LP Block$0$LK-TREE-050M,x-Villa5-LP Block$0$LK-TREE-050M,186,186,186,1,10,1.10464e+07,8.48695e+06,1.10465e+07,8.48707e+06,118.0,118.0,1.10464e+07,8.48701e+06,13924.0
Layer:x-Villa5-LP Block$0$LK-TREE-025M,x-Villa5-LP Block$0$LK-TREE-025M,186,186,186,1,13,1.10464e+07,8.48696e+06,1.10465e+07,8.48707e+06,114.0,116.0,1.10464e+07,8.48701e+06,13224.0
Layer:x-Villa5-LP Block$0$LK-TREE-TRNK,x-Villa5-LP Block$0$LK-TREE-TRNK,186,186,186,2,10,1.10464e+07,8.487e+06,1.10464e+07,8.48702e+06,8.0,12.0,1.10464e+07,8.48701e+06,96.0
Layer:x-Villa5-LP Block$0$LK-SHRB-TRNK,x-Villa5-LP Block$0$LK-SHRB-TRNK,186,186,186,2,10,1.10463e+07,8.48699e+06,1.10463e+07,8.48699e+06,2.0,2.0,1.10463e+07,8.48699e+06,4.0
Layer:x-Villa5-LP Block$0$LP-TREE,x-Villa5-LP Block$0$LP-TREE,186,186,186,3,12,1.10458e+07,8.48691e+06,1.10465e+07,8.48703e+06,654.0,126.0,1.10462e+07,8.48697e+06,82404.0
Layer:x-Villa5-LP Block$0$LK-SHRB-TRNK,x-Villa5-LP Block$0$LK-SHRB-TRNK,186,186,186,6,30,1.10465e+07,8.48693e+06,1.10465e+07,8.48694e+06,10.0,10.0,1.10465e+07,8.48694e+06,100.0
Layer:x-Villa5-LP Block$0$LK-TREE-TRNK,x-Villa5-LP Block$0$LK-TREE-TRNK,186,186,186,2,10,1.10457e+07,8.48701e+06,1.10457e+07,8.48703e+06,14.0,12.0,1.10457e+07,8.48702e+06,168.0
Layer:x-Villa5-LP Block$0$LK-SHRB-TRNK,x-Villa5-LP Block$0$LK-SHRB-TRNK,186,186,186,2,10,1.1046e+07,8.48698e+06,1.1046e+07,8.48699e+06,2.0,2.0,1.1046e+07,8.48699e+06,4.0
Layer:x-Villa5-LP Block$0$LK-SHRB-TRNK,x-Villa5-LP Block$0$LK-SHRB-TRNK,186,186,186,2,10,1.1046e+07,8.48698e+06,1.1046e+07,8.48699e+06,2.0,2.0,1.1046e+07,8.48699e+06,4.0
Layer:x-Villa5-LP Block$0$LK-SHRB-TRNK,x-Villa5-LP Block$0$LK-SHRB-TRNK,186,186,186,6,30,1.10458e+07,8.48693e+06,1.10459e+07,8.48694e+06,10.0,10.0,1.10459e+07,8.48693e+06,100.0
Layer:x-Villa5-LP Block$0$LK-TREE-050M,x-Villa5-LP Block$0$LK-TREE-050M,186,186,186,1,10,1.10458e+07,8.48696e+06,1.10459e+07,8.48708e+06,118.0,118.0,1.10459e+07,8.48702e+06,13924.0
Layer:x-Villa5-LP Block$0$LK-TREE-025M,x-Villa5-LP Block$0$LK-TREE-025M,186,186,186,1,13,1.10458e+07,8.48696e+06,1.10459e+07,8.48708e+06,116.0,114.0,1.10459e+07,8.48702e+06,13224.0
Layer:x-Villa5-LP Block$0$LK-TREE-TRNK,x-Villa5-LP Block$0$LK-TREE-TRNK,186,186,186,2,10,1.10459e+07,8.48701e+06,1.10459e+07,8.48702e+06,12.0,8.0,1.10459e+07,8.48702e+06,96.0
Layer:x-Villa5-LP Block$0$LK-SHRB-TRNK,x-Villa5-LP Block$0$LK-SHRB-TRNK,186,186,186,2,10,1.10463e+07,8.48699e+06,1.10463e+07,8.48699e+06,2.0,2.0,1.10463e+07,8.48699e+06,4.0
Layer:x-Villa5-LP Block$0$LK-SHRB-TRNK,x-Villa5-LP Block$0$LK-SHRB-TRNK,186,186,186,2,10,1.10463e+07,8.48699e+06,1.10463e+07,8.48699e+06,2.0,2.0,1.10463e+07,8.48699e+06,4.0
Layer:x-Villa5-LP Block$0$LK-SHRB-TRNK,x-Villa5-LP Block$0$LK-SHRB-TRNK,186,186,186,2,10,1.1046e+07,8.48698e+06,1.1046e+07,8.48699e+06,2.0,2.0,1.1046e+07,8.48699e+06,4.0
Layer:x-Villa5-LP Block$0$LP-SHAR-BRDR-CONT,x-Villa5-LP Block$0$LP-SHAR-BRDR-CONT,186,186,186,7,32,1.10431e+07,8.48686e+06,1.10441e+07,8.48702e+06,978.0,154.0,1.10436e+07,8.48694e+06,150612.0
Layer:x-Villa5-LP Block$0$L-002,x-Villa5-LP Block$0$L-002,186,186,186,4,16,1.10431e+07,8.48698e+06,1.10441e+07,8.48703e+06,976.0,51.0,1.10436e+07,8.48701e+06,49776.0
Layer:x-Villa5-LP Block$0$LK-SHRB-TRNK,x-Villa5-LP Block$0$LK-SHRB-TRNK,186,186,186,2,10,1.10441e+07,8.48699e+06,1.10441e+07,8.487e+06,4.0,4.0,1.10441e+07,8.48699e+06,16.0
Layer:x-Villa5-LP Block$0$LK-TREE-TRNK,x-Villa5-LP Block$0$LK-TREE-TRNK,186,186,186,2,10,1.1044e+07,8.48701e+06,1.1044e+07,8.48702e+06,14.0,12.0,1.1044e+07,8.48702e+06,168.0
Layer:x-Villa5-LP Block$0$LK-TREE-TRNK,x-Villa5-LP Block$0$LK-TREE-TRNK,186,186,186,2,10,1.10436e+07,8.487e+06,1.10436e+07,8.48701e+06,12.0,14.0,1.10436e+07,8.487e+06,168.0
Layer:x-Villa5-LP Block$0$LK-TREE-050M,x-Villa5-LP Block$0$LK-TREE-050M,186,186,186,1,10,1.10438e+07,8.48693e+06,1.10439e+07,8.48705e+06,118.0,118.0,1.10438e+07,8.48699e+06,13924.0
Layer:x-Villa5-LP Block$0$LK-TREE-025M,x-Villa5-LP Block$0$LK-TREE-025M,186,186,186,1,13,1.10438e+07,8.48694e+06,1.10439e+07,8.48706e+06,114.0,116.0,1.10438e+07,8.487e+06,13224.0
Layer:x-Villa5-LP Block$0$LK-TREE-TRNK,x-Villa5-LP Block$0$LK-TREE-TRNK,186,186,186,2,10,1.10438e+07,8.48699e+06,1.10438e+07,8.487e+06,8.0,12.0,1.10438e+07,8.48699e+06,96.0
Layer:x-Villa5-LP Block$0$LK-SHRB-TRNK,x-Villa5-LP Block$0$LK-SHRB-TRNK,186,186,186,2,10,1.10437e+07,8.48697e+06,1.10437e+07,8.48697e+06,2.0,2.0,1.10437e+07,8.48697e+06,4.0
Layer:x-Villa5-LP Block$0$LP-TREE,x-Villa5-LP Block$0$LP-TREE,186,186,186,3,12,1.10432e+07,8.48689e+06,1.10439e+07,8.48702e+06,654.0,126.0,1.10436e+07,8.48696e+06,82404.0
Layer:x-Villa5-LP Block$0$LK-SHRB-TRNK,x-Villa5-LP Block$0$LK-SHRB-TRNK,186,186,186,6,30,1.10439e+07,8.48692e+06,1.10439e+07,8.48693e+06,10.0,10.0,1.10439e+07,8.48692e+06,100.0
Layer:x-Villa5-LP Block$0$LK-TREE-TRNK,x-Villa5-LP Block$0$LK-TREE-TRNK,186,186,186,2,10,1.10431e+07,8.487e+06,1.10431e+07,8.48701e+06,14.0,12.0,1.10431e+07,8.487e+06,168.0
Layer:x-Villa5-LP Block$0$LK-SHRB-TRNK,x-Villa5-LP Block$0$LK-SHRB-TRNK,186,186,186,2,10,1.10435e+07,8.48697e+06,1.10435e+07,8.48697e+06,2.0,2.0,1.10435e+07,8.48697e+06,4.0
Layer:x-Villa5-LP Block$0$LK-SHRB-TRNK,x-Villa5-LP Block$0$LK-SHRB-TRNK,186,186,186,2,10,1.10434e+07,8.48697e+06,1.10434e+07,8.48697e+06,2.0,2.0,1.10434e+07,8.48697e+06,4.0
Layer:x-Villa5-LP Block$0$LK-SHRB-TRNK,x-Villa5-LP Block$0$LK-SHRB-TRNK,186,186,186,6,30,1.10433e+07,8.48691e+06,1.10433e+07,8.48692e+06,10.0,10.0,1.10433e+07,8.48692e+06,100.0
Layer:x-Villa5-LP Block$0$LK-TREE-050M,x-Villa5-LP Block$0$LK-TREE-050M,186,186,186,1,10,1.10432e+07,8.48694e+06,1.10434e+07,8.48706e+06,118.0,118.0,1.10433e+07,8.487e+06,13924.0
Layer:x-Villa5-LP Block$0$LK-TREE-025M,x-Villa5-LP Block$0$LK-TREE-025M,186,186,186,1,13,1.10432e+07,8.48695e+06,1.10434e+07,8.48706e+06,116.0,114.0,1.10433e+07,8.487e+06,13224.0
Layer:x-Villa5-LP Block$0$LK-TREE-TRNK,x-Villa5-LP Block$0$LK-TREE-TRNK,186,186,186,2,10,1.10433e+07,8.487e+06,1.10433e+07,8.48701e+06,12.0,8.0,1.10433e+07,8.487e+06,96.0
Layer:x-Villa5-LP Block$0$LK-SHRB-TRNK,x-Villa5-LP Block$0$LK-SHRB-TRNK,186,186,186,2,10,1.10437e+07,8.48697e+06,1.10437e+07,8.48697e+06,2.0,2.0,1.10437e+07,8.48697e+06,4.0
Layer:x-Villa5-LP Block$0$LK-SHRB-TRNK,x-Villa5-LP Block$0$LK-SHRB-TRNK,186,186,186,2,10,1.10437e+07,8.48697e+06,1.10437e+07,8.48697e+06,2.0,2.0,1.10437e+07,8.48697e+06,4.0
Layer:x-Villa5-LP Block$0$LK-SHRB-TRNK,x-Villa5-LP Block$0$LK-SHRB-TRNK,186,186,186,2,10,1.10434e+07,8.48697e+06,1.10434e+07,8.48697e+06,2.0,2.0,1.10434e+07,8.48697e+06,4.0
Layer:x-Villa6-LP Block$0$LP-SHAR-BRDR-CONT,x-Villa6-LP Block$0$LP-SHAR-BRDR-CONT,186,186,186,7,44,1.10448e+07,8.48813e+06,1.1045e+07,8.48933e+06,158.0,1196.0,1.10449e+07,8.48873e+06,188968.0
Layer:x-Villa6-LP Block$0$L-002,x-Villa6-LP Block$0$L-002,186,186,186,4,19,1.10448e+07,8.48813e+06,1.10449e+07,8.48933e+06,117.0,1194.0,1.10448e+07,8.48873e+06,139698.0
Layer:x-Villa6-LP Block$0$LK-TREE-TRNK,x-Villa6-LP Block$0$LK-TREE-TRNK,186,186,186,2,10,1.10448e+07,8.48886e+06,1.10448e+07,8.48887e+06,14.0,12.0,1.10448e+07,8.48886e+06,168.0
Layer:x-Villa6-LP Block$0$LK-TREE-050M,x-Villa6-LP Block$0$LK-TREE-050M,186,186,186,1,10,1.10448e+07,8.48893e+06,1.10449e+07,8.48904e+06,118.0,118.0,1.10449e+07,8.48899e+06,13924.0
Layer:x-Villa6-LP Block$0$LK-TREE-025M,x-Villa6-LP Block$0$LK-TREE-025M,186,186,186,1,13,1.10448e+07,8.48893e+06,1.10449e+07,8.48904e+06,116.0,114.0,1.10448e+07,8.48898e+06,13224.0
Layer:x-Villa6-LP Block$0$LK-TREE-TRNK,x-Villa6-LP Block$0$LK-TREE-TRNK,186,186,186,2,10,1.10448e+07,8.48898e+06,1.10449e+07,8.48899e+06,12.0,8.0,1.10448e+07,8.48899e+06,96.0
Layer:x-Villa6-LP Block$0$LK-TREE-050M,x-Villa6-LP Block$0$LK-TREE-050M,186,186,186,1,10,1.10448e+07,8.48835e+06,1.10449e+07,8.48846e+06,118.0,118.0,1.10449e+07,8.48841e+06,13924.0
Layer:x-Villa6-LP Block$0$LK-TREE-025M,x-Villa6-LP Block$0$LK-TREE-025M,186,186,186,1,13,1.10448e+07,8.48835e+06,1.10449e+07,8.48847e+06,114.0,116.0,1.10449e+07,8.48841e+06,13224.0
Layer:x-Villa6-LP Block$0$LK-TREE-TRNK,x-Villa6-LP Block$0$LK-TREE-TRNK,186,186,186,2,10,1.10449e+07,8.4884e+06,1.10449e+07,8.48841e+06,8.0,12.0,1.10449e+07,8.48841e+06,96.0
Layer:x-Villa6-LP Block$0$LK-SHRB-TRNK,x-Villa6-LP Block$0$LK-SHRB-TRNK,186,186,186,2,10,1.10449e+07,8.48906e+06,1.10449e+07,8.48906e+06,2.0,2.0,1.10449e+07,8.48906e+06,4.0
Layer:x-Villa6-LP Block$0$LK-SHRB-TRNK,x-Villa6-LP Block$0$LK-SHRB-TRNK,186,186,186,2,10,1.10448e+07,8.4894e+06,1.10448e+07,8.4894e+06,4.0,4.0,1.10448e+07,8.4894e+06,16.0
Layer:x-Villa6-LP Block$0$LK-TREE-TRNK,x-Villa6-LP Block$0$LK-TREE-TRNK,186,186,186,2,10,1.10448e+07,8.48918e+06,1.10448e+07,8.4892e+06,12.0,14.0,1.10448e+07,8.48919e+06,168.0
Layer:x-Villa6-LP Block$0$LK-TREE-050M,x-Villa6-LP Block$0$LK-TREE-050M,186,186,186,1,10,1.10448e+07,8.48854e+06,1.10449e+07,8.48866e+06,118.0,118.0,1.10448e+07,8.4886e+06,13924.0
Layer:x-Villa6-LP Block$0$LK-TREE-025M,x-Villa6-LP Block$0$LK-TREE-025M,186,186,186,1,13,1.10448e+07,8.48855e+06,1.10449e+07,8.48866e+06,116.0,114.0,1.10448e+07,8.4886e+06,13224.0
Layer:x-Villa6-LP Block$0$LK-TREE-TRNK,x-Villa6-LP Block$0$LK-TREE-TRNK,186,186,186,2,10,1.10448e+07,8.4886e+06,1.10448e+07,8.48861e+06,12.0,8.0,1.10448e+07,8.4886e+06,96.0
Layer:x-Villa6-LP Block$0$LK-TREE-TRNK,x-Villa6-LP Block$0$LK-TREE-TRNK,186,186,186,2,10,1.10448e+07,8.4882e+06,1.10448e+07,8.48822e+06,12.0,14.0,1.10448e+07,8.48821e+06,168.0
Layer:x-Villa6-LP Block$0$LK-SHRB-TRNK,x-Villa6-LP Block$0$LK-SHRB-TRNK,186,186,186,2,10,1.10448e+07,8.48859e+06,1.10448e+07,8.48859e+06,2.0,2.0,1.10448e+07,8.48859e+06,4.0
Layer:x-Villa6-LP Block$0$LK-SHRB-TRNK,x-Villa6-LP Block$0$LK-SHRB-TRNK,186,186,186,2,10,1.10449e+07,8.48834e+06,1.10449e+07,8.48834e+06,2.0,2.0,1.10449e+07,8.48834e+06,4.0
Layer:x-Villa6-LP Block$0$LP-TREE,x-Villa6-LP Block$0$LP-TREE,186,186,186,2,8,1.10448e+07,8.48885e+06,1.10449e+07,8.489e+06,58.0,146.0,1.10448e+07,8.48892e+06,8468.0
Layer:x-Villa6-LP Block$0$LP-SHAR-BRDR-CONT,x-Villa6-LP Block$0$LP-SHAR-BRDR-CONT,186,186,186,7,44,1.10476e+07,8.48807e+06,1.10477e+07,8.48926e+06,158.0,1196.0,1.10476e+07,8.48866e+06,188968.0
